date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,hospitalizedDischarged,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,dataQualityGrade,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20210303,FL,1888725,354539.0,9243230.0,8396.0,totalTestEncountersViral,21975593,3596.0,81278.0,,,,,,3/2/2021 23:59,2021-03-02T23:59:00Z,03/02 18:59,31829,81278.0,,2021-03-02T23:59:00Z,19218847.0,2474106.0,16653274.0,1534186.0,,,21975593.0,11131955.0,1024780.0,176911.0,847365.0,970437.0,166506.0,803582.0,,,,,12,5860,17249,11140351,73990,11131955,,133,306,41f0c9974fbb8ec8b2e6b26a5954e3c9e97309ed,0,0,0,0,0,
20210303,GA,1014542,191534.0,,,totalTestsViral,7251427,2299.0,56369.0,,9186.0,,,,3/3/2021 15:07,2021-03-03T15:07:00Z,03/03 10:07,17625,56369.0,,2021-03-03T15:07:00Z,7251427.0,798161.0,,823008.0,15349.0,2276.0,,,478229.0,76149.0,,,,,,,1437822.0,165060.0,13,2735,0,1014542,16983,1014542,,145,118,8b71d332ed0fb113ba808052888c7c94ef5c76cf,0,0,0,0,0,
20210303,GU,7745,209.0,111925.0,,posNeg,119670,4.0,,1.0,,1.0,,7583.0,3/3/2021 04:45,2021-03-03T04:45:00Z,03/02 23:45,131,,,2021-03-03T04:45:00Z,119461.0,,,7536.0,,,,,356.0,24.0,,,,,,,9234.0,248.0,66,3,378,119670,381,119670,,0,0,806fc84c298b64d28a38ac7e3c73fd649048f14c,0,0,0,0,0,
20210303,HI,28407,767.0,,,totalTestEncountersViral,1124866,26.0,2226.0,7.0,,3.0,,,3/1/2021 14:30,2021-03-01T14:30:00Z,03/01 09:30,441,2226.0,,2021-03-01T14:30:00Z,,27528.0,,27640.0,441.0,,1124866.0,,,,,,,,,,,,15,17,0,28407,4206,28407,,2,0,a9e1f441658234afef36bc24627906628c50d497,0,0,0,0,0,
20210303,IA,280991,,1038003.0,,posNeg,1318994,191.0,,40.0,,11.0,,317731.0,3/3/2021 00:00,2021-03-03T00:00:00Z,03/02 19:00,5501,,,2021-03-03T00:00:00Z,2725336.0,304861.0,2405624.0,280991.0,,,,1321384.0,,,,112728.0,18996.0,93681.0,244598.0,56695.0,1365388.0,60142.0,19,482,1896,1318994,2378,1318994,,3,0,ddf0209a710941be41fb5c6127d606e073741192,0,0,0,0,0,
20210303,ID,171836,32514.0,502595.0,,totalTestsPeopleViral,641917,121.0,7131.0,32.0,1239.0,,,94936.0,3/3/2021 10:59,2021-03-03T10:59:00Z,03/03 05:59,1871,7131.0,,2021-03-03T10:59:00Z,1092871.0,,,139322.0,1645.0,226.0,,641917.0,,,,,,,,,123809.0,,16,374,1239,674431,1505,674431,,4,20,89eca05f6b3d98f1dff0376399a19fdc0b00f3da,0,0,0,0,0,
20210303,IL,1191520,,17124002.0,,posNeg,18315522,1260.0,,275.0,,138.0,,,3/3/2021 00:00,2021-03-03T00:00:00Z,03/02 19:00,22853,,,2021-03-03T00:00:00Z,18315522.0,,,,20626.0,2227.0,,,,,,,,,,,,,17,2104,78750,18315522,80854,18315522,,50,0,9e29f55b92fc3159e3523953a5132b5d079fdc1b,0,0,0,0,0,
20210303,IN,663511,,2464082.0,,totalTestsViral,8093057,731.0,42955.0,131.0,7555.0,65.0,,,3/2/2021 23:59,2021-03-02T23:59:00Z,03/02 18:59,12633,42955.0,433108.0,2021-03-02T23:59:00Z,8093057.0,756009.0,,,12200.0,433.0,,3127593.0,,,,,,,,,,,18,761,3803,3127593,36945,3127593,,10,93,b47a1fc1f4ffb44b91b8ded954ae0f9c9e37588a,0,0,0,0,0,
20210303,KS,295109,,969651.0,,posNeg,1264760,203.0,9355.0,59.0,2541.0,23.0,411.0,,3/3/2021 10:00,2021-03-03T10:00:00Z,03/03 05:00,4816,9355.0,6431.0,2021-03-03T10:00:00Z,2504238.0,,,,,,,1264760.0,,,,,,,,,594470.0,,20,807,4848,1264760,5655,1264760,,73,65,d7eeb092af172d1a9324696c91ce6f0b148ef93d,0,0,0,0,0,
20210303,KY,407373,95194.0,,,totalTestsViral,3940366,680.0,19304.0,175.0,4008.0,79.0,,47927.0,3/3/2021 00:00,2021-03-03T00:00:00Z,03/02 19:00,4704,19304.0,,2021-03-03T00:00:00Z,3940366.0,250725.0,,312179.0,4267.0,437.0,,,111611.0,9793.0,,,,,,,497009.0,37274.0,21,1172,0,407373,18213,407373,,33,70,b261d9c206a6b0aec2d561ad92736ab846f76036,0,0,0,0,0,
20210303,LA,431771,60671.0,5198424.0,,posNeg,5630195,588.0,,,,78.0,,415954.0,3/3/2021 13:00,2021-03-03T13:00:00Z,03/03 08:00,9668,,,2021-03-03T13:00:00Z,5569524.0,,,371100.0,8973.0,695.0,,,,,,,,,,,459742.0,,22,500,20999,5630195,21499,5630195,,21,0,21e0e037b7380636d0580c9492a45ff8145fc937,0,0,0,0,0,
20210303,MA,584743,31523.0,4371477.0,,totalTestsViral,16419989,755.0,19713.0,173.0,,109.0,,494740.0,3/2/2021 23:59,2021-03-02T23:59:00Z,03/02 18:59,16252,19713.0,,2021-03-02T23:59:00Z,16419989.0,661370.0,,553220.0,15925.0,327.0,,4924697.0,,,,154697.0,15162.0,,568678.0,,,,25,1899,8511,4956220,102052,4956220,,70,269,77f27b0ccf27b1c7d0c4329a219192dd58e9698b,0,0,0,0,0,
20210303,MD,383956,,3012179.0,,totalTestsViral,7948627,863.0,35223.0,228.0,,,,9685.0,3/3/2021 10:00,2021-03-03T10:00:00Z,03/03 05:00,7919,35223.0,,2021-03-03T10:00:00Z,7948627.0,468532.0,,383956.0,7737.0,182.0,,3396135.0,,,,198139.0,28360.0,169779.0,,,,,24,786,5489,3396135,31296,3396135,,14,71,e4dc756557737d0956a9ffabd874d89017db4064,0,0,0,0,0,
20210303,ME,45091,9680.0,1618332.0,,posNeg,1663423,67.0,1545.0,24.0,,8.0,,12820.0,3/2/2021 23:59,2021-03-02T23:59:00Z,03/02 18:59,705,1545.0,,2021-03-02T23:59:00Z,1653743.0,41962.0,1608641.0,35411.0,682.0,23.0,,,15053.0,855.0,14186.0,,,,,,217621.0,10764.0,23,147,13143,1663423,13290,1663423,,2,9,d1f0e4fc540ad7b28c70a6ef46f6c148fe8dae1d,0,0,0,0,0,
20210303,MI,650762,59009.0,9744673.0,,posNeg,10395435,882.0,,234.0,,100.0,,541258.0,3/3/2021 00:00,2021-03-03T00:00:00Z,03/02 19:00,16550,,,2021-03-03T00:00:00Z,10492137.0,747464.0,9744673.0,591753.0,15563.0,987.0,,,530799.0,,,,,,,,,,26,1705,34975,10395435,36680,10395435,,6,0,c948878505b53adf9af5c1ac3c52ade50257f3df,0,0,0,0,0,
20210303,MN,486434,23943.0,3021554.0,,totalTestEncountersViral,6960999,243.0,25863.0,57.0,5340.0,,,473252.0,3/2/2021 17:00,2021-03-02T17:00:00Z,03/02 12:00,6507,25863.0,,2021-03-02T17:00:00Z,,,,462491.0,6235.0,272.0,6960999.0,3484045.0,,,,,,,,,435424.0,,27,779,4521,3507988,17007,3507988,,17,37,37bf6084a892cb538fe4cae7c7acaf5d87ca5750,0,0,0,0,0,
20210303,MO,479069,,1865013.0,,totalTestsViral,4508176,989.0,,213.0,,146.0,,,3/3/2021 00:59,2021-03-03T00:59:00Z,03/02 19:59,8148,,,2021-03-03T00:59:00Z,4508176.0,528968.0,3969719.0,479069.0,,,,2344082.0,150407.0,24339.0,125869.0,134485.0,,,356212.0,,867554.0,82577.0,29,387,2872,2344082,10271,2344082,,216,0,c5532d84bcc888d66bf4ea74a8d16a234d4a0d15,0,0,0,0,0,
20210303,MP,144,,17429.0,,posNeg,17573,,4.0,,,,,29.0,3/3/2021 00:00,2021-03-03T00:00:00Z,03/02 19:00,2,4.0,,2021-03-03T00:00:00Z,26131.0,,,144.0,2.0,,,17542.0,,,,,,,,,,,69,1,0,17573,1,17573,,0,0,dd15b5eaff34af39bf74805c624674bd345fa12c,0,0,0,0,0,
20210303,MS,295675,112383.0,1459374.0,,posNeg,1755049,469.0,9162.0,120.0,,64.0,,278162.0,3/2/2021 00:00,2021-03-02T00:00:00Z,03/01 19:00,6743,9162.0,,2021-03-02T00:00:00Z,1642348.0,,,183292.0,4705.0,2038.0,,,81986.0,,,,,,,,748339.0,,28,380,0,1755049,380,1755049,,19,0,f445d1e311e3e4a4cdfaa426900d24c9b5aaef6c,0,0,0,0,0,
20210303,MT,100351,5095.0,986306.0,,posNeg,1086657,67.0,4600.0,13.0,,7.0,,97327.0,3/3/2021 01:59,2021-03-03T01:59:00Z,03/02 20:59,1373,4600.0,,2021-03-03T01:59:00Z,1086548.0,,,95256.0,,,,,,,,,,,,,,,30,193,125,1086657,318,1086657,,1,9,33942ce9d5c99cb4d2e2ef7d975849228f4b9158,0,0,0,0,0,
20210303,NC,865554,110944.0,,,totalTestsViral,9561647,1303.0,,332.0,,,,,3/3/2021 12:25,2021-03-03T12:25:00Z,03/03 07:25,11363,,819839.0,2021-03-03T12:25:00Z,9561647.0,,,754610.0,10050.0,1313.0,,,,,,,,,,,779652.0,,37,2145,0,865554,19976,865554,,75,0,ed7883b95bc3197feaa256f83f1cd4090f854fcf,0,0,0,0,0,
20210303,ND,100067,5332.0,305504.0,,totalTestEncountersViral,1416045,20.0,3871.0,3.0,567.0,,,98014.0,3/3/2021 01:59,2021-03-03T01:59:00Z,03/02 20:59,1478,3871.0,,2021-03-03T01:59:00Z,1524029.0,,,94735.0,,,1416045.0,405571.0,13395.0,1442.0,11953.0,,,,,,149645.0,,38,110,74,405571,2904,405571,,1,-3,841ea0d18a3f6438178161512c4613a2a211b21b,0,0,0,0,0,
20210303,NE,201608,,766781.0,,totalTestsViral,2392401,150.0,6147.0,,,,,155933.0,3/3/2021 10:00,2021-03-03T10:00:00Z,03/03 05:00,2091,6147.0,,2021-03-03T10:00:00Z,2392401.0,234408.0,2155329.0,,,,,968925.0,,,,,,,,,,,31,262,1105,968389,10150,968389,,7,7,08e8b5b97a5a8121f246e094138ce0a4f9e2da79,0,0,0,0,0,
20210303,NH,75990,22570.0,575625.0,,totalTestsViral,1467389,89.0,1123.0,,347.0,,,72600.0,3/3/2021 09:00,2021-03-03T09:00:00Z,03/03 04:00,1175,1123.0,,2021-03-03T09:00:00Z,1467389.0,,,53420.0,,,,629045.0,39358.0,,,37750.0,,,,,198053.0,,33,187,-447,651615,1914,651615,,5,4,03c8951fd7c1c3ac90993cd6b3716e1170637b30,0,0,0,0,0,
20210303,NJ,799476,89430.0,10096351.0,,posNeg,10895827,1921.0,64050.0,403.0,,243.0,,,3/3/2021 00:00,2021-03-03T00:00:00Z,03/02 19:00,23449,64050.0,76174.0,2021-03-03T00:00:00Z,10806397.0,,,710046.0,21052.0,2397.0,,,,,,,,,,,,,34,3691,112825,10895827,116516,10895827,,128,133,5371eadc7a3c20864d103e9df71b5ce22ce2260d,0,0,0,0,0,
20210303,NM,185898,,2534484.0,,posNeg,2720382,195.0,13190.0,,,,,150168.0,3/3/2021 17:54,2021-03-03T17:54:00Z,03/03 12:54,3753,13190.0,,2021-03-03T17:54:00Z,2720382.0,,,,,,,,,,,,,,,,,,35,356,9875,2720382,10231,2720382,,13,42,4126a247d4da340494683346c8b4b0f4b9688785,0,0,0,0,0,
20210303,NV,294684,,1122823.0,,totalTestEncountersViral,2738065,440.0,,100.0,,53.0,,,3/2/2021 00:00,2021-03-02T00:00:00Z,03/01 19:00,4987,,,2021-03-02T00:00:00Z,,,,294684.0,,,2738065.0,1417507.0,,,,,,,,,,,32,395,2581,1417507,8438,1417507,,20,0,91e7dc7fb469d680c3d6c56f73fe707437b4e721,0,0,0,0,0,
20210303,NY,1650184,,,,totalTestEncountersViral,38627176,5323.0,89995.0,1047.0,,735.0,,,3/2/2021 14:00,2021-03-02T14:00:00Z,03/02 09:00,38735,89995.0,147730.0,2021-03-02T14:00:00Z,,,,,,,38627176.0,,,,,,,,,,,,36,7704,0,1650184,218069,1650184,,75,0,9e1d88ac35d74dc7969fd77d287ae42d5721f5f8,0,0,0,0,0,
20210303,OH,972605,140103.0,,,totalTestsViral,10101222,1081.0,50613.0,279.0,7174.0,195.0,,916592.0,3/3/2021 14:00,2021-03-03T14:00:00Z,03/03 09:00,17189,50613.0,,2021-03-03T14:00:00Z,10101222.0,860507.0,,832502.0,14752.0,2594.0,,,,,,,,,,,1734699.0,85336.0,39,2022,0,972605,16741,972605,,0,110,bf36efa8adc7998cf90a7f9a31b49d8b8a45d82a,0,0,0,0,0,
20210303,OK,425746,,3116303.0,3021.0,posNeg,3542049,427.0,24064.0,135.0,,,,408963.0,,,,4534,24064.0,,,3516251.0,387913.0,3116303.0,,,,,,148204.0,21760.0,,,,,,,,,40,747,16023,3545070,16770,3542049,,0,65,f69ee24f323dd23d507e95d770c4917552a3f2b8,0,0,0,0,0,
20210303,OR,156037,,,,totalTestsViral,3760400,184.0,8653.0,33.0,,11.0,,,3/2/2021 03:01,2021-03-02T03:01:00Z,03/01 22:01,2225,8653.0,,2021-03-02T03:01:00Z,3760400.0,224697.0,3535703.0,,,,,,,,,,,,,,,,41,250,0,156037,11956,156037,,13,32,f2222028abd2972cd0ac2d9639cf8079fcddef31,0,0,0,0,0,
20210303,PA,938411,131723.0,3906535.0,,totalTestEncountersViral,10514461,1648.0,,357.0,,186.0,,844569.0,3/3/2021 12:00,2021-03-03T12:00:00Z,03/03 07:00,24169,,,2021-03-03T12:00:00Z,,,,806688.0,,,10514461.0,4713223.0,,,,,,,,,,,42,2577,8368,4844946,38138,4844946,,69,0,6a869794af6211912f44fb5d81b81a9dd931dbe0,0,0,0,0,0,
20210303,PR,100765,7909.0,305972.0,,posNeg,406737,169.0,,33.0,,25.0,,91338.0,3/3/2021 00:00,2021-03-03T00:00:00Z,03/02 19:00,2048,,,2021-03-03T00:00:00Z,415664.0,20103.0,395291.0,92856.0,1741.0,307.0,,,,82667.0,,,,,,,,,72,30,0,406737,30,406737,,8,0,4f6cbc391d8e50c880ec402bdaa56b8614d01ca2,0,0,0,0,0,
20210303,RI,127285,,671542.0,,totalTestEncountersViral,3041681,147.0,8982.0,23.0,,14.0,,,3/3/2021 13:00,2021-03-03T13:00:00Z,03/03 08:00,2534,8982.0,7823.0,2021-03-03T13:00:00Z,,151620.0,2890061.0,,,,3041681.0,798827.0,,,,,,,,,,,44,436,1258,798827,19375,798827,,9,16,2454d5b38bde91cbda75fc3882f43bf5fc11c87f,0,0,0,0,0,
20210303,SC,519996,73827.0,4558148.0,,posNeg,5078144,706.0,20501.0,190.0,,86.0,,230793.0,3/1/2021 23:59,2021-03-01T23:59:00Z,03/01 18:59,8620,20501.0,,2021-03-01T23:59:00Z,5004317.0,575355.0,4428962.0,446169.0,7626.0,994.0,,,133490.0,27609.0,105881.0,,,,,,877322.0,108884.0,45,1173,8550,5078144,9723,5078144,,44,73,a16f02df0aa7ca0da3eed605fc50635c2da7d2e5,0,0,0,0,0,
20210303,SD,112833,12687.0,311512.0,,totalTestsPeopleViral,424345,97.0,6654.0,16.0,,8.0,,108947.0,3/2/2021 14:00,2021-03-02T14:00:00Z,03/02 09:00,1893,6654.0,,2021-03-02T14:00:00Z,979828.0,,,100146.0,,,,424345.0,,,,,,,,,,,46,181,701,424345,882,424345,,5,14,7a1d1373a2669b01284809ca49a911c80d3f8afe,0,0,0,0,0,
20210303,TN,777935,126811.0,,,totalTestsViral,6817121,1033.0,18742.0,259.0,,140.0,,752966.0,3/3/2021 15:00,2021-03-03T15:00:00Z,03/03 10:00,11459,18742.0,,2021-03-03T15:00:00Z,6817121.0,750805.0,6066316.0,651124.0,9215.0,2244.0,,,,,,,,,,,1397191.0,138810.0,47,1598,0,777935,19646,777935,,23,63,675f33b82318044f3ebf05b5387e4fe0925df91f,0,0,0,0,0,
20210303,TX,2663414,359333.0,,,totalTestsViral,19707655,5508.0,,1713.0,,,,2450229.0,3/3/2021 15:05,2021-03-03T15:05:00Z,03/03 10:05,43563,,,2021-03-03T15:05:00Z,19707655.0,2613982.0,,2304081.0,,,,,1020452.0,154259.0,,,,,,,2564354.0,206875.0,48,7822,0,2663414,64597,2663414,,297,0,2b74dc8a7a6f77a8244ed89e85d1f6658ce68bcf,0,0,0,0,0,
20210303,UT,372708,,1545558.0,,totalTestsViral,2876176,247.0,14783.0,92.0,2331.0,,818.0,355033.0,3/3/2021 09:08,2021-03-03T09:08:00Z,03/03 04:08,1955,14783.0,,2021-03-03T09:08:00Z,2876176.0,344317.0,2531859.0,,,,,1860677.0,,,,,,,362078.0,56948.0,973413.0,59406.0,49,729,4413,1918266,10703,1918266,,6,30,6e8905313551624f76126c4377b55f8254a2b287,0,0,0,0,0,
20210303,VA,580108,123646.0,,218.0,totalTestEncountersViral,5946972,1352.0,24354.0,284.0,,184.0,,,3/2/2021 17:00,2021-03-02T17:00:00Z,03/02 12:00,9326,24354.0,47259.0,2021-03-02T17:00:00Z,,557574.0,,456462.0,7993.0,1333.0,5946972.0,,222307.0,28222.0,,,,,,,1410716.0,123249.0,51,1549,0,580326,18293,580108,,383,96,693479a40d899a85ea87cfff5b173b4d07061f29,0,0,0,0,0,
20210303,VI,2695,,45841.0,107.0,posNeg,48536,,,,,,,2539.0,3/3/2021 10:33,2021-03-03T10:33:00Z,03/03 05:33,25,,,2021-03-03T10:33:00Z,,,,,25.0,,,48643.0,,,,,,,,,,,78,49,616,48643,665,48536,,0,0,c53e5637a136a00c54f40fa15990619fc36360e4,0,0,0,0,0,
20210303,VT,15487,440.0,317364.0,,totalTestsViral,1083198,24.0,,5.0,,,,12842.0,3/2/2021 23:59,2021-03-02T23:59:00Z,03/02 18:59,207,,,2021-03-02T23:59:00Z,1083198.0,,,15047.0,,,,332411.0,,,,,,,,,,,50,115,359,332851,4358,332851,,1,0,9f75f9aa518d936614084b07000030d37fbd574c,0,0,0,0,0,
20210303,WA,341441,18954.0,,,totalTestEncountersViral,5301508,467.0,19433.0,131.0,,64.0,,,3/2/2021 02:59,2021-03-02T02:59:00Z,03/01 21:59,4988,19433.0,,2021-03-02T02:59:00Z,,322430.0,4978720.0,322487.0,,,5301508.0,,,,,,,,,,,,53,733,0,341441,21178,341441,,19,61,3fe4eb4ae0439801b47489f01d076af009c00413,0,0,0,0,0,
20210303,WI,619087,53956.0,2634999.0,36.0,totalTestEncountersViral,6970553,267.0,26279.0,69.0,2264.0,,,551329.0,3/3/2021 00:00,2021-03-03T00:00:00Z,03/02 19:00,7069,26279.0,,2021-03-03T00:00:00Z,,,,565131.0,6458.0,611.0,6970553.0,3200130.0,,,,,,,,,,,55,780,3287,3254122,31959,3254086,,19,57,2d03e79d7cda7217e2fc625a15d4bfbedc6fd643,0,0,0,0,0,
20210303,WV,132416,26583.0,2092393.0,,posNeg,2224809,197.0,,60.0,,25.0,,123656.0,3/2/2021 23:59,2021-03-02T23:59:00Z,03/02 18:59,2309,,,2021-03-02T23:59:00Z,2198226.0,,,105833.0,1962.0,347.0,,,32689.0,,,,,,,,,,54,232,7949,2224809,8181,2224809,,8,0,4896db69d49d0c832cfa991fc66b1f3e16d9b3e3,0,0,0,0,0,
20210303,WY,54616,8348.0,181681.0,,totalTestsViral,643476,24.0,1388.0,,,,,53375.0,3/3/2021 00:00,2021-03-03T00:00:00Z,03/02 19:00,682,1388.0,,2021-03-03T00:00:00Z,643476.0,38905.0,596799.0,46268.0,,,,227949.0,,,,,,,,,,,56,89,278,236297,2096,236297,,0,3,716c8498948f8b7ab25227b0beb294adcacf307a,0,0,0,0,0,
