,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
2020-03-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2020-03-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
2020-03-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
2020-03-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
2020-03-08,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
2020-03-09,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
2020-03-10,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
2020-03-11,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0
2020-03-12,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0
2020-03-13,0,0,0,0,0,4,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,0,0,0
2020-03-14,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,39,0,0,0
2020-03-15,0,0,0,0,0,5,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,40,0,0,0
2020-03-16,0,0,0,0,0,7,1,0,0,0,0,3,1,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,2,0,10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,48,0,0,0
2020-03-17,0,0,0,0,0,12,2,0,0,0,0,5,1,0,0,0,0,1,2,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,3,0,13,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,55,0,0,0
2020-03-18,0,0,0,0,0,16,2,1,0,0,0,7,3,0,0,0,0,1,2,0,1,1,6,0,0,0,1,0,0,1,0,0,1,0,5,0,17,0,0,0,0,0,3,1,0,0,1,1,0,3,0,0,0,2,67,0,0,0
2020-03-19,0,0,0,0,0,18,4,3,0,0,0,9,10,1,0,0,0,4,2,0,1,2,10,0,1,0,1,0,1,1,0,0,1,0,9,0,38,0,0,0,0,1,3,1,0,0,1,1,0,5,0,2,0,2,73,0,4,0
2020-03-20,0,0,0,0,0,24,4,4,0,0,1,11,14,1,0,0,0,5,3,0,1,2,14,0,2,1,1,0,1,3,0,0,2,0,11,0,46,0,0,0,3,1,3,1,0,0,3,1,1,4,0,2,0,2,83,0,3,0
2020-03-21,0,0,0,1,0,25,6,4,0,0,0,13,20,1,0,0,0,6,4,0,2,3,20,0,2,1,3,1,1,3,0,0,2,0,16,0,60,0,0,0,3,1,4,2,1,0,3,1,1,5,0,2,0,3,94,0,4,0
2020-03-22,0,0,0,2,0,30,6,8,0,0,2,13,25,1,1,0,0,9,6,0,2,3,20,0,3,5,9,1,1,3,0,0,2,0,20,0,117,0,0,0,3,2,5,4,1,0,3,1,2,7,1,2,0,6,97,0,4,0
2020-03-23,0,0,0,2,0,39,7,10,0,0,2,18,25,1,1,0,0,12,7,0,2,4,35,0,3,9,15,1,1,4,0,0,4,1,27,0,158,0,0,0,6,2,5,6,2,0,5,1,2,9,1,5,0,6,109,0,5,0
2020-03-24,0,0,0,5,2,50,8,12,0,0,2,18,32,1,1,1,0,16,12,0,2,4,46,0,4,11,24,1,1,7,0,0,4,1,44,0,210,0,0,0,8,3,8,8,2,0,5,1,2,12,1,7,0,9,116,0,5,0
2020-03-25,1,1,0,6,2,65,16,19,0,0,2,23,40,1,1,0,0,19,14,1,3,5,65,0,4,15,43,1,3,8,0,0,6,1,62,1,285,2,0,0,11,5,10,15,2,0,7,1,3,15,1,8,0,9,133,0,7,0
2020-03-26,1,1,0,8,2,81,19,21,1,0,3,29,48,1,1,0,3,26,17,1,3,5,83,0,4,25,61,2,6,9,0,0,10,1,81,1,385,3,0,0,15,7,11,18,2,0,9,1,3,21,1,9,0,10,150,0,10,0
2020-03-27,4,1,0,13,3,94,27,27,2,0,3,35,64,3,1,0,3,34,25,3,4,7,119,1,5,35,92,4,8,9,1,0,10,1,108,1,527,4,1,0,19,8,12,22,3,0,13,1,6,26,1,10,0,10,157,0,14,0
2020-03-28,4,2,0,15,5,110,31,33,5,0,4,54,69,3,1,0,4,47,31,3,4,9,137,1,5,44,111,5,13,10,1,2,10,2,140,1,883,5,1,0,25,15,13,34,3,2,15,1,7,30,1,12,0,13,188,0,17,0
2020-03-29,10,2,0,17,6,124,47,34,6,0,5,56,80,3,1,0,5,66,32,4,7,9,151,3,10,48,132,9,14,13,1,2,15,2,161,2,1063,7,1,0,29,16,13,41,3,3,16,1,8,37,2,12,0,20,198,0,18,0
2020-03-30,10,3,0,20,7,146,47,36,6,0,9,63,87,3,1,0,6,73,35,6,8,11,185,3,15,56,184,10,16,13,5,2,15,3,198,2,1342,7,2,0,40,16,16,50,6,4,18,1,14,45,4,12,0,15,205,1,20,0
2020-03-31,23,3,0,24,8,173,69,69,10,0,9,85,111,3,2,0,8,99,49,7,9,11,239,5,18,89,259,12,20,15,5,3,26,3,267,4,1714,12,3,0,55,23,18,63,8,8,22,1,23,54,5,13,0,27,225,1,25,0
2020-04-01,27,3,0,29,10,199,69,85,11,0,9,87,139,3,3,1,9,141,65,9,10,18,273,5,31,122,335,17,22,18,6,4,31,3,355,5,2176,14,3,1,65,30,19,74,11,10,26,2,24,66,5,16,0,34,234,1,27,0
2020-04-02,32,3,0,32,12,238,80,112,12,0,12,164,163,3,3,1,9,163,78,11,12,31,310,7,36,154,417,18,26,22,6,5,38,3,537,6,2738,21,3,1,81,34,21,90,12,12,31,2,36,77,7,17,0,41,271,2,38,0
2020-04-03,38,3,0,41,12,265,97,131,14,0,15,170,184,3,4,3,9,210,102,11,18,34,370,9,43,192,479,22,29,25,5,6,43,5,646,10,3594,27,3,1,91,38,22,102,15,14,34,2,41,100,7,17,0,46,291,2,51,0
2020-04-04,44,5,0,52,14,289,111,165,14,0,21,195,201,3,4,3,10,244,116,14,21,40,409,10,54,216,540,24,35,33,6,6,46,7,846,10,4290,34,3,1,102,42,22,136,18,17,40,2,50,116,8,20,0,52,315,2,54,0
2020-04-05,45,6,0,64,16,348,140,189,14,0,22,221,211,3,4,4,10,274,127,18,22,45,477,10,67,231,617,29,43,44,6,8,46,9,917,12,4951,38,3,1,119,46,27,151,20,25,44,2,53,136,8,22,1,52,336,3,74,0
2020-04-06,49,6,0,65,16,380,150,206,15,0,24,236,229,3,4,5,10,307,143,25,25,45,512,10,91,260,727,30,51,47,6,9,46,9,1003,12,4698,45,3,1,142,51,27,179,21,27,48,4,65,150,13,23,1,66,381,4,78,0
2020-04-07,64,6,0,73,18,432,179,277,16,0,22,283,329,3,4,5,13,308,173,25,29,65,582,12,103,356,845,34,60,65,6,10,72,9,1232,13,5489,53,4,1,167,67,29,247,23,30,51,6,72,160,13,23,1,66,400,4,92,0
2020-04-08,66,7,0,80,18,495,193,326,19,0,27,309,362,3,4,5,15,462,203,27,34,65,652,14,124,433,959,39,67,86,6,12,72,13,1504,13,6268,66,4,1,193,79,33,318,24,35,51,6,80,189,13,23,1,66,426,4,100,0
